152	:	2
194	:	4
81	:	18
66	:	10
126	:	1
162	:	9
174	:	1
102	:	3
190	:	3
69	:	5
30	:	2
160	:	1
164	:	3
201	:	2
19	:	5
83	:	23
56	:	4
109	:	7
209	:	1
79	:	8
193	:	1
16	:	1
146	:	20
204	:	2
115	:	36
99	:	20
191	:	2
35	:	6
135	:	1
225	:	1
159	:	14
232	:	1
233	:	1
168	:	1
40	:	1
31	:	1
248	:	2
142	:	8
3	:	2
223	:	1
39	:	4
46	:	1
173	:	11
143	:	13
220	:	1
150	:	1
110	:	8
52	:	1
137	:	2
89	:	4
63	:	1
155	:	8
199	:	5
241	:	1
189	:	3
192	:	7
207	:	1
91	:	1
11	:	2
176	:	1
167	:	1
203	:	1
2	:	1
178	:	6
206	:	1
74	:	1
171	:	4
118	:	1
145	:	1
218	:	1
226	:	3
219	:	1
200	:	2
113	:	109
53	:	7
85	:	19
57	:	12
211	:	1
186	:	3
245	:	9
147	:	5
97	:	28
133	:	5
82	:	29
87	:	11
141	:	26
55	:	4
51	:	1
247	:	4
205	:	5
50	:	8
210	:	1
138	:	3
67	:	7
70	:	1
215	:	1
158	:	12
116	:	9
227	:	1
25	:	2
182	:	1
17	:	2
244	:	6
5	:	1
240	:	6
121	:	1
7	:	1
62	:	2
130	:	2
94	:	2
48	:	5
93	:	1
222	:	1
246	:	2
100	:	28
9	:	1
12	:	1
243	:	1
105	:	1
41	:	2
163	:	8
38	:	4
26	:	3
238	:	1
196	:	1
235	:	2
1	:	1
202	:	3
88	:	10
20	:	1
34	:	1
230	:	2
6	:	1
128	:	14
59	:	1
213	:	1
10	:	1
234	:	2
249	:	9
165	:	1
125	:	8
180	:	1
28	:	3
90	:	2
33	:	6
221	:	1
228	:	1
104	:	2
148	:	4
188	:	2
58	:	5
120	:	1
229	:	1
106	:	1
184	:	6
123	:	4
72	:	2
208	:	3
60	:	3
78	:	3
153	:	3
112	:	59
175	:	3
239	:	13
198	:	3
117	:	2
13	:	1
140	:	9
139	:	7
37	:	6
64	:	6
92	:	2
22	:	3
131	:	12
32	:	1
18	:	5
119	:	4
129	:	16
54	:	6
197	:	3
214	:	1
68	:	15
217	:	2
0	:	251
124	:	5
216	:	1
47	:	1
185	:	14
45	:	1
36	:	5
169	:	1
14	:	1
161	:	10
21	:	1
127	:	44
181	:	1
237	:	1
154	:	6
187	:	4
86	:	3
27	:	1
107	:	2
4	:	1
98	:	24
134	:	3
157	:	1
250	:	1
80	:	7
114	:	36
76	:	1
136	:	1
96	:	1
42	:	4
195	:	3
212	:	1
224	:	2
23	:	2
44	:	3
156	:	1
111	:	6
49	:	7
29	:	1
177	:	8
101	:	18
236	:	9
71	:	18
149	:	1
84	:	6
65	:	1
132	:	1
166	:	2
8	:	1
144	:	15
43	:	1
103	:	5
170	:	15
183	:	1
61	:	1
73	:	5
172	:	1
122	:	1
108	:	6
179	:	1
242	:	1
151	:	1
15	:	1
77	:	3
75	:	1
231	:	1
24	:	1
95	:	12

分类结果：
[1,1.9609375] : 101
(1.9609375,3.921875] : 54
(3.921875,7.84375] : 46
(7.84375,15.6875] : 31
(15.6875,31.375] : 13
(31.375,62.75] : 4
(62.75,125.5] : 1
(125.5,251.0] : 0
